Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Stephania,2021-10-04 01:00:40,00:55:34,,O Homem das Castanhas: Temporada 1: Episódio 4 (Episódio 4),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:56:17,00:56:17,BR (Brazil)
Stephania,2021-10-03 18:04:30,00:00:07,,O Homem das Castanhas: Temporada 1: Episódio 4 (Episódio 4),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:13,Not latest view,BR (Brazil)
Stephania,2021-10-03 17:15:47,00:48:39,Autoplayed: user action: User_Interaction; ,O Homem das Castanhas: Temporada 1: Episódio 3 (Episódio 3),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:49:18,00:49:18,BR (Brazil)
Stephania,2021-10-03 16:22:51,00:52:52,Autoplayed: user action: User_Interaction; ,O Homem das Castanhas: Temporada 1: Episódio 2 (Episódio 2),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:53:31,00:53:31,BR (Brazil)
Stephania,2021-10-03 15:23:13,00:54:36,Autoplayed: user action: User_Interaction; ,O Homem das Castanhas: Temporada 1: Episódio 1 (Episódio 1),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:54:36,00:54:36,BR (Brazil)
Stephania,2021-10-01 00:56:20,00:13:39,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Temporada 7: Capitã Kim (Episódio 2),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:13:39,00:13:39,BR (Brazil)
Stephania,2021-10-01 00:34:56,00:21:17,Autoplayed: user action: User_Interaction; ,Brooklyn Nine-Nine: Temporada 7: Caçada (Episódio 1),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:21:28,00:21:28,BR (Brazil)
Stephania,2021-09-30 23:33:00,00:57:31,Autoplayed: user action: User_Interaction; ,Sex Education: Temporada 3: Episódio 8 (Episódio 8),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:57:36,00:57:36,BR (Brazil)
Stephania,2021-09-30 23:07:39,00:25:15,Autoplayed: user action: User_Interaction; ,Sex Education: Temporada 3: Episódio 7 (Episódio 7),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:55:26,00:55:26,BR (Brazil)
Stephania,2021-09-29 01:22:58,00:16:25,Autoplayed: user action: User_Interaction; ,Um Ninho para Dois,,LG LG 2017 MStar M2R Standard DTV Smart TV,00:16:25,00:16:25,BR (Brazil)
Stephania,2021-09-29 01:21:05,00:00:21,Autoplayed: user action: User_Interaction; ,Mandou Bem: Temporada 6: Esses doces são o bicho! (Episódio 1),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:21,00:00:21,BR (Brazil)
Stephania,2021-09-29 00:38:20,00:00:15,,Brooklyn Nine-Nine: Season 1_hook_primary_16x9,HOOK,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:15,00:00:15,BR (Brazil)
Stephania,2021-09-29 00:37:59,00:00:17,Autoplayed: user action: User_Interaction; ,Temporada 1 (Trailer): Round 6,TRAILER,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:17,00:00:17,BR (Brazil)
Stephania,2021-09-28 23:01:41,01:36:10,,Kate,,LG LG 2017 MStar M2R Standard DTV Smart TV,01:36:10,01:36:10,BR (Brazil)
Stephania,2021-09-28 23:01:19,00:00:05,Autoplayed: user action: None; ,Trailer: Kate,TRAILER,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:17,00:00:17,BR (Brazil)
Stephania,2021-09-28 22:55:44,00:00:13,Autoplayed: user action: None; ,Trailer: Kate,TRAILER,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:13,Not latest view,BR (Brazil)
Stephania,2021-09-28 22:54:57,00:00:14,Autoplayed: user action: None; ,Temporada 1 (Clipe): Round 6,HOOK,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:14,00:00:14,BR (Brazil)
Stephania,2021-09-28 00:54:03,01:42:32,Autoplayed: user action: User_Interaction; ,Justiça em Família,,LG LG 2017 MStar M2R Standard DTV Smart TV,01:42:32,01:42:32,BR (Brazil)
Stephania,2021-09-27 22:50:41,01:58:54,Autoplayed: user action: User_Interaction; ,Ascensão do Cisne Negro,,LG LG 2017 MStar M2R Standard DTV Smart TV,01:58:54,01:58:54,BR (Brazil)
Stephania,2021-09-27 22:49:29,00:00:07,Autoplayed: user action: None; ,Teaser 1: Um Ninho para Dois,TEASER_TRAILER,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:07,00:00:07,BR (Brazil)
Stephania,2021-09-27 22:49:01,00:00:18,Autoplayed: user action: None; ,Temporada 1 (Clipe): Round 6,HOOK,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:18,Not latest view,BR (Brazil)
Stephania,2021-09-27 01:51:19,00:01:19,Autoplayed: user action: None; ,Teaser 1: Um Ninho para Dois,TEASER_TRAILER,LG LG 2017 MStar M2R Standard DTV Smart TV,00:01:19,Not latest view,BR (Brazil)
Stephania,2021-09-27 01:49:30,00:00:05,Autoplayed: user action: None; ,Atypical: Temporada 1: Antártida (Episódio 1),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:05,00:00:05,BR (Brazil)
Stephania,2021-09-27 01:47:09,00:01:10,Autoplayed: user action: None; ,Temporada 1 (Trailer): Round 6,TRAILER,LG LG 2017 MStar M2R Standard DTV Smart TV,00:01:10,Not latest view,BR (Brazil)
Stephania,2021-09-27 00:55:12,00:51:42,Autoplayed: user action: User_Interaction; ,Lucifer: Temporada 6: Parceiros até o fim (Episódio 10),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:51:48,00:51:48,BR (Brazil)
Stephania,2021-09-26 23:58:12,00:56:23,,"Lucifer: Temporada 6: Adeus, Lucifer (Episódio 9)",,LG LG 2017 MStar M2R Standard DTV Smart TV,01:03:58,01:03:58,BR (Brazil)
Stephania,2021-09-26 23:02:23,00:07:32,Autoplayed: user action: User_Interaction; ,"Lucifer: Temporada 6: Adeus, Lucifer (Episódio 9)",,LG LG 2017 MStar M2R Standard DTV Smart TV,00:07:38,Not latest view,BR (Brazil)
Stephania,2021-09-26 22:08:49,00:53:32,,"Lucifer: Temporada 6: Salvem o diabo, salvem o mundo (Episódio 8)",,LG LG 2017 MStar M2R Standard DTV Smart TV,00:53:38,00:53:38,BR (Brazil)
Stephania,2021-09-26 21:12:11,00:56:35,,Lucifer: Temporada 6: O casamento do meu demônio preferido (Episódio 7),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:56:41,00:56:41,BR (Brazil)
Stephania,2021-09-26 20:19:31,00:52:33,Autoplayed: user action: User_Interaction; ,Lucifer: Temporada 6: A coisa é bem mais suja (Episódio 6),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:52:33,00:52:33,BR (Brazil)
Stephania,2021-09-26 18:49:21,00:30:07,Autoplayed: user action: User_Interaction; ,Sex Education: Temporada 3: Episódio 7 (Episódio 7),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:30:13,Not latest view,BR (Brazil)
Stephania,2021-09-26 17:52:17,00:56:03,Autoplayed: user action: User_Interaction; ,Sex Education: Temporada 3: Episódio 6 (Episódio 6),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:56:08,00:56:08,BR (Brazil)
Stephania,2021-09-26 17:34:28,00:17:38,Autoplayed: user action: User_Interaction; ,Sex Education: Temporada 3: Episódio 5 (Episódio 5),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:51:32,00:51:32,BR (Brazil)
Stephania,2021-09-26 15:19:56,00:33:49,Autoplayed: user action: User_Interaction; ,Sex Education: Temporada 3: Episódio 5 (Episódio 5),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:33:54,Not latest view,BR (Brazil)
Stephania,2021-09-26 14:28:51,00:51:03,,Sex Education: Temporada 3: Episódio 4 (Episódio 4),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:51:08,00:51:08,BR (Brazil)
Stephania,2021-09-26 13:38:20,00:50:27,,Sex Education: Temporada 3: Episódio 3 (Episódio 3),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:50:32,00:50:32,BR (Brazil)
Stephania,2021-09-26 13:17:32,00:20:40,Autoplayed: user action: User_Interaction; ,Sex Education: Temporada 3: Episódio 2 (Episódio 2),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:58:14,00:58:14,BR (Brazil)
Stephania,2021-09-26 13:16:05,00:01:13,Autoplayed: user action: None; ,Temporada 1 (Clipe): Round 6,HOOK,LG LG 2017 MStar M2R Standard DTV Smart TV,00:01:13,Not latest view,BR (Brazil)
Stephania,2021-09-26 01:40:53,00:37:35,,Sex Education: Temporada 3: Episódio 2 (Episódio 2),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:37:40,Not latest view,BR (Brazil)
Stephania,2021-09-26 00:49:00,00:51:48,,Sex Education: Temporada 3: Episódio 1 (Episódio 1),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:51:48,00:51:48,BR (Brazil)
Stephania,2021-09-26 00:46:08,00:02:48,,Temporada 2 (Resumo): Sex Education,RECAP,LG LG 2017 MStar M2R Standard DTV Smart TV,00:02:48,00:02:48,BR (Brazil)
Stephania,2021-09-19 01:29:22,00:00:07,Autoplayed: user action: None; ,Lucifer: Temporada 6: A coisa é bem mais suja (Episódio 6),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:13,Not latest view,BR (Brazil)
Stephania,2021-09-19 00:43:01,00:46:08,Autoplayed: user action: User_Interaction; ,Lucifer: Temporada 6: O assassinato de Lucifer Morningstar (Episódio 5),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:45:11,00:45:11,BR (Brazil)
Stephania,2021-09-18 23:52:21,00:32:10,Autoplayed: user action: User_Interaction; ,Mandou Bem: Temporada 6: Nabo pode dar errado (Episódio 6),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:32:16,00:32:16,BR (Brazil)
Stephania,2021-09-18 23:03:27,00:31:39,,Mandou Bem: Temporada 6: Tem uma festa na minha boca! (Episódio 5),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:31:45,00:31:45,BR (Brazil)
Stephania,2021-09-18 22:30:45,00:32:39,,Mandou Bem: Temporada 6: Confeitando história (Episódio 4),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:32:45,00:32:45,BR (Brazil)
Stephania,2021-09-18 21:57:04,00:32:12,Autoplayed: user action: User_Interaction; ,Mandou Bem: Temporada 6: Aventura do Jacques (Episódio 3),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:32:12,00:32:12,BR (Brazil)
Stephania,2021-09-18 02:01:35,00:00:08,Autoplayed: user action: None; ,Lucifer: Temporada 6: O assassinato de Lucifer Morningstar (Episódio 5),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:14,Not latest view,BR (Brazil)
Stephania,2021-09-18 01:18:52,00:42:40,,Lucifer: Temporada 6: Prenda o rabo no papai burrinho (Episódio 4),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:42:46,00:42:46,BR (Brazil)
Stephania,2021-09-18 00:36:08,00:42:39,,"Lucifer: Temporada 6: Iabadabadú, o diabo voltou (Episódio 3)",,LG LG 2017 MStar M2R Standard DTV Smart TV,00:43:21,00:43:21,BR (Brazil)
Stephania,2021-09-17 22:48:12,00:31:37,Autoplayed: user action: User_Interaction; ,Mandou Bem: Temporada 6: Doces de outro mundo (Episódio 2),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:31:37,00:31:37,BR (Brazil)
Stephania,2021-09-17 01:30:15,00:00:38,Autoplayed: user action: None; ,"Lucifer: Temporada 6: Iabadabadú, o diabo voltou (Episódio 3)",,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:44,Not latest view,BR (Brazil)
Stephania,2021-09-17 00:36:25,00:53:47,,Lucifer: Temporada 6: Um passado e tanto (Episódio 2),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:53:53,00:53:53,BR (Brazil)
Stephania,2021-09-16 23:51:10,00:45:09,Autoplayed: user action: User_Interaction; ,Lucifer: Temporada 6: Esse lugar nunca muda (Episódio 1),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:46:26,00:46:26,BR (Brazil)
Stephania,2021-09-16 23:50:52,00:00:02,Autoplayed: user action: None; ,Mandou Bem: Temporada 6: Doces de outro mundo (Episódio 2),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:07,Not latest view,BR (Brazil)
Stephania,2021-09-16 23:14:27,00:33:56,Autoplayed: user action: User_Interaction; ,Mandou Bem: Temporada 6: Esses doces são o bicho! (Episódio 1),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:33:56,Not latest view,BR (Brazil)
Stephania,2021-09-16 23:10:03,00:01:23,,Lucifer: Temporada 6: Esse lugar nunca muda (Episódio 1),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:01:23,Not latest view,BR (Brazil)
Stephania,2021-09-16 23:06:42,00:03:19,,Temporada 5 (Resumo): Lucifer,RECAP,LG LG 2017 MStar M2R Standard DTV Smart TV,00:03:19,00:03:19,BR (Brazil)
Stephania,2021-09-14 16:15:02,00:00:07,,Glow Up: Temporada 3: Campanha de beleza (Episódio 1),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:12,00:00:12,BR (Brazil)
Stephania,2021-09-14 15:32:06,00:42:51,,Glow Up: Temporada 2: Final na Harrods (Episódio 8),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:48:58,00:48:58,BR (Brazil)
Stephania,2021-09-14 00:52:26,00:06:03,,Glow Up: Temporada 2: Final na Harrods (Episódio 8),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:06:08,Not latest view,BR (Brazil)
Stephania,2021-09-14 00:09:17,00:43:06,,Glow Up: Temporada 2: Editorial de beleza (Episódio 7),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:43:21,00:43:21,BR (Brazil)
Stephania,2021-09-13 23:27:44,00:41:28,,Glow Up: Temporada 2: Na pista de dança (Episódio 6),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:41:28,00:41:28,BR (Brazil)
Stephania,2021-09-13 16:03:18,00:00:26,Autoplayed: user action: None; ,Glow Up: Temporada 2: Na pista de dança (Episódio 6),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:41,Not latest view,BR (Brazil)
Stephania,2021-09-13 15:21:40,00:41:32,Autoplayed: user action: User_Interaction; ,Glow Up: Temporada 2: Efeitos especiais (Episódio 5),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:41:32,00:41:32,BR (Brazil)
Stephania,2021-09-13 15:20:56,00:00:15,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 1_hook_primary_16x9,HOOK,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:15,Not latest view,BR (Brazil)
Stephania,2021-09-13 01:24:18,00:00:05,Autoplayed: user action: None; ,Glow Up: Temporada 2: Efeitos especiais (Episódio 5),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:19,Not latest view,BR (Brazil)
Stephania,2021-09-13 00:40:21,00:43:54,,Glow Up: Temporada 2: Editorial de moda (Episódio 4),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:44:09,00:44:09,BR (Brazil)
Stephania,2021-09-12 23:57:04,00:42:13,Autoplayed: user action: User_Interaction; ,Glow Up: Temporada 2: Maquiagem de teatro: Rei Leão (Episódio 3),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:42:27,00:42:27,BR (Brazil)
Stephania,2021-09-12 23:07:11,00:42:44,Autoplayed: user action: User_Interaction; ,Glow Up: Temporada 2: Fashion Week (Episódio 2),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:42:44,00:42:44,BR (Brazil)
Stephania,2021-09-07 17:52:31,00:00:02,,Glow Up: Temporada 2: Fashion Week (Episódio 2),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:17,Not latest view,BR (Brazil)
Stephania,2021-09-07 17:09:39,00:42:50,Autoplayed: user action: None; ,Glow Up: Temporada 2: Campanha publicitária (Episódio 1),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:42:55,00:42:55,BR (Brazil)
Stephania,2021-09-07 16:43:01,00:26:30,,Glow Up: Temporada 1: Final (Episódio 8),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:46:24,00:46:24,BR (Brazil)
Stephania,2021-08-30 15:55:41,00:19:50,,Glow Up: Temporada 1: Final (Episódio 8),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:19:55,Not latest view,BR (Brazil)
Stephania,2021-08-30 15:15:22,00:40:12,Autoplayed: user action: User_Interaction; ,Glow Up: Temporada 1: Maquiagem através das décadas (Episódio 7),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:45:02,00:45:02,BR (Brazil)
Stephania,2021-08-29 16:01:24,00:04:41,,Glow Up: Temporada 1: Maquiagem através das décadas (Episódio 7),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:04:51,Not latest view,BR (Brazil)
Stephania,2021-08-29 15:14:51,00:45:39,Autoplayed: user action: Unspecified; ,Glow Up: Temporada 1: Semana de Moda de Londres (Episódio 6),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:45:39,00:45:39,BR (Brazil)
Stephania,2021-08-29 15:13:56,00:00:43,Autoplayed: user action: None; ,Minissérie (Clipe): Clickbait,HOOK,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:43,00:00:43,BR (Brazil)
Stephania,2021-08-23 15:23:07,00:43:08,,Glow Up: Temporada 1: Teatro no West End (Episódio 5),,Chrome PC (Cadmium),00:43:20,00:43:20,BR (Brazil)
Stephania,2021-08-23 01:27:10,00:00:07,,Glow Up: Temporada 1: Teatro no West End (Episódio 5),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:12,Not latest view,BR (Brazil)
Stephania,2021-08-23 00:43:33,00:43:30,Autoplayed: user action: User_Interaction; ,Glow Up: Temporada 1: Tapete vermelho (Episódio 4),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:43:35,00:43:35,BR (Brazil)
Stephania,2021-08-23 00:05:03,00:38:24,,Glow Up: Temporada 1: Redes sociais (Episódio 3),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:44:44,00:44:44,BR (Brazil)
Stephania,2021-08-23 00:03:10,00:00:09,Autoplayed: user action: None; ,For Life: For Life: Season 1_hook_primary_16x9,HOOK,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:09,00:00:09,BR (Brazil)
Stephania,2021-08-22 23:50:15,00:12:03,,Elize Matsunaga: Era Uma Vez Um Crime: Temporada 1: Os ecos do crime (Episódio 4),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:46:46,00:46:46,BR (Brazil)
Stephania,2021-08-22 20:06:34,00:42:04,,Elize Matsunaga: Era Uma Vez Um Crime: Temporada 1: Os ecos do crime (Episódio 4),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:42:09,Not latest view,BR (Brazil)
Stephania,2021-08-22 19:18:26,00:48:05,,Elize Matsunaga: Era Uma Vez Um Crime: Temporada 1: A infeliz ideia de Elize (Episódio 3),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:48:10,00:48:10,BR (Brazil)
Stephania,2021-08-22 18:27:08,00:51:15,,Elize Matsunaga: Era Uma Vez Um Crime: Temporada 1: Uma vida de princesa (Episódio 2),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:51:20,00:51:20,BR (Brazil)
Stephania,2021-08-22 17:31:20,00:51:25,Autoplayed: user action: User_Interaction; ,Elize Matsunaga: Era Uma Vez Um Crime: Temporada 1: Estado civil: viúva (Episódio 1),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:48:20,00:48:20,BR (Brazil)
Stephania,2021-08-22 16:54:09,00:36:42,,Atypical: Temporada 4: Sobremesa no restaurante (Episódio 10),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:36:47,00:36:47,BR (Brazil)
Stephania,2021-08-22 16:27:43,00:26:19,,Atypical: Temporada 4: Bola do jogador (Episódio 9),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:26:24,00:26:24,BR (Brazil)
Stephania,2021-08-22 15:45:40,00:27:52,,Atypical: Temporada 4: Pássaro mágico #2 (Episódio 8),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:27:52,00:27:52,BR (Brazil)
Stephania,2021-08-21 21:31:10,00:00:39,Autoplayed: user action: None; ,Atypical: Temporada 4: Pássaro mágico #2 (Episódio 8),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:44,Not latest view,BR (Brazil)
Stephania,2021-08-21 21:11:29,00:19:34,Autoplayed: user action: User_Interaction; ,Atypical: Temporada 4: Concentra no gato (Episódio 7),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:28:01,00:28:01,BR (Brazil)
Stephania,2021-08-21 21:10:12,00:00:35,Autoplayed: user action: None; ,Temporada 1: Prévia de 30 segundos: É Tudo Meu,PREVIEW,LG LG 2017 MStar M2R Standard DTV Smart TV,00:00:35,00:00:35,BR (Brazil)
Stephania,2021-08-02 00:54:23,00:44:42,Autoplayed: user action: User_Interaction; ,L.A.'s Finest: Unidas Contra o Crime: Temporada 2: Um Tira da Pesada (Episódio 4),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:44:42,00:44:42,BR (Brazil)
Stephania,2021-08-02 00:04:55,00:49:24,Autoplayed: user action: User_Interaction; ,L.A.'s Finest: Unidas Contra o Crime: Temporada 2: Ladrão de Corações (Episódio 3),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:49:24,00:49:24,BR (Brazil)
Stephania,2021-08-01 23:20:12,00:44:39,,L.A.'s Finest: Unidas Contra o Crime: Temporada 2: O Cavaleiro Solitário (Episódio 2),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:44:39,00:44:39,BR (Brazil)
Stephania,2021-08-01 22:30:51,00:49:15,,L.A.'s Finest: Unidas Contra o Crime: Temporada 2: A Maldição do Pérola Negra (Episódio 1),,LG LG 2017 MStar M2R Standard DTV Smart TV,00:49:15,00:49:15,BR (Brazil)
